V0_NAIVE_2SIG_FADE,V1_BAND_RECLAIM_CLOSE,V2_BAND_RECLAIM_2SIG_RETEST,V3_BAND_RECLAIM_EXT_MID,V4_RECLAIM_CANDLE_BREAK,V5_TWO_BAR_RETURN,vwap_extension_event_id
"{""triggered"": true, ""entry_price"": 5010.3, ""risk_distance"": 7.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5008.8, ""risk_distance"": 5.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5008.95, ""risk_distance"": 5.949999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5013.4, ""risk_distance"": 10.399999999999636, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5000.0, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-02-16|VWAP2S|below|1771252500
"{""triggered"": true, ""entry_price"": 4993.7, ""risk_distance"": 4.599999999999454, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4998.3, ""risk_distance"": 9.199999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4998.700000000001, ""risk_distance"": 9.600000000000364, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5000.5, ""risk_distance"": 11.399999999999636, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5000.0, ""risk_distance"": 10.899999999999636, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2026-02-16|VWAP2S|below|1771254000
"{""triggered"": true, ""entry_price"": 4889.4, ""risk_distance"": 35.19999999999982, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4889.7, ""risk_distance"": 35.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4890.198945872322, ""risk_distance"": 35.99894587232211, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4894.9, ""risk_distance"": 40.69999999999982, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4911.5, ""risk_distance"": 57.30000000000018, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4911.5, ""risk_distance"": 57.30000000000018, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}",GC|2026-02-17|VWAP2S|below|1771336500
"{""triggered"": true, ""entry_price"": 5004.1, ""risk_distance"": 3.0999999999994543, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5002.9, ""risk_distance"": 4.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5022.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-02-18|VWAP2S|above|1771425300
"{""triggered"": true, ""entry_price"": 5013.4, ""risk_distance"": 2.100000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5012.3, ""risk_distance"": 3.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5011.883363910225, ""risk_distance"": 3.6166360897750565, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5009.5, ""risk_distance"": 6.0, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5022.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-02-18|VWAP2S|above|1771426200
"{""triggered"": true, ""entry_price"": 4992.2, ""risk_distance"": 1.699999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4997.9, ""risk_distance"": 7.399999999999636, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4992.278551923601, ""risk_distance"": 1.7785519236012988, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4996.2, ""risk_distance"": 5.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5004.2, ""risk_distance"": 13.699999999999818, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5011.7, ""risk_distance"": 21.199999999999818, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2026-02-19|VWAP2S|below|1771510200
"{""triggered"": true, ""entry_price"": 5024.6, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5024.6, ""risk_distance"": 5.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5024.084705116396, ""risk_distance"": 5.515294883603929, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5021.75, ""risk_distance"": 7.850000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5023.0, ""risk_distance"": 6.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5022.4, ""risk_distance"": 7.200000000000728, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2026-02-19|VWAP2S|above|1771512600
"{""triggered"": true, ""entry_price"": 5088.0, ""risk_distance"": 1.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5085.2, ""risk_distance"": 4.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5084.668512009806, ""risk_distance"": 5.131487990193818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5081.35, ""risk_distance"": 8.449999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5076.2, ""risk_distance"": 13.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5083.7, ""risk_distance"": 6.100000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2026-02-20|VWAP2S|above|1771605000
"{""triggered"": true, ""entry_price"": 5091.3, ""risk_distance"": 3.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5087.5, ""risk_distance"": 6.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5090.9009885431815, ""risk_distance"": 3.399011456818698, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5089.9, ""risk_distance"": 4.400000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5081.4, ""risk_distance"": 12.900000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5081.4, ""risk_distance"": 12.900000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2026-02-20|VWAP2S|above|1771607100
"{""triggered"": true, ""entry_price"": 5166.2, ""risk_distance"": 4.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5169.6, ""risk_distance"": 8.100000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5170.0, ""risk_distance"": 8.5, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5170.0, ""risk_distance"": 8.5, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2026-02-23|VWAP2S|below|1771854900
"{""triggered"": true, ""entry_price"": 5177.2, ""risk_distance"": 17.400000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5192.0, ""risk_distance"": 2.600000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5209.6, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-02-23|VWAP2S|above|1771855800
"{""triggered"": true, ""entry_price"": 5144.9, ""risk_distance"": 6.399999999999636, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5150.5, ""risk_distance"": 12.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5144.905165483923, ""risk_distance"": 6.405165483923156, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5151.55, ""risk_distance"": 13.050000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5155.1, ""risk_distance"": 16.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5138.6, ""risk_distance"": 0.1000000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2026-02-24|VWAP2S|below|1771940700
"{""triggered"": true, ""entry_price"": 5201.1, ""risk_distance"": 10.100000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5192.8, ""risk_distance"": 1.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5202.210360065567, ""risk_distance"": 11.210360065567329, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5197.8, ""risk_distance"": 6.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5200.0, ""risk_distance"": 9.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5200.0, ""risk_distance"": 9.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2026-02-25|VWAP2S|below|1772028900
"{""triggered"": true, ""entry_price"": 5178.5, ""risk_distance"": 1.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5193.0, ""risk_distance"": 16.0, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5200.0, ""risk_distance"": 23.0, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5200.0, ""risk_distance"": 23.0, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2026-02-25|VWAP2S|below|1772030100
"{""triggered"": true, ""entry_price"": 5231.8, ""risk_distance"": 1.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5231.7, ""risk_distance"": 1.1000000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5231.334450976228, ""risk_distance"": 1.4655490237719278, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5230.05, ""risk_distance"": 2.75, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5228.2, ""risk_distance"": 4.600000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5229.7, ""risk_distance"": 3.100000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2026-02-25|VWAP2S|above|1772038200
"{""triggered"": true, ""entry_price"": 5234.6, ""risk_distance"": 2.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5234.7, ""risk_distance"": 2.600000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5233.505329993186, ""risk_distance"": 3.794670006814158, ""outcome"": ""2R_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5232.200000000001, ""risk_distance"": 5.099999999999454, ""outcome"": ""1R_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5233.1, ""risk_distance"": 4.199999999999818, ""outcome"": ""2R_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5233.1, ""risk_distance"": 4.199999999999818, ""outcome"": ""2R_HIT"", ""vwap_hit"": false}",GC|2026-02-25|VWAP2S|above|1772039100
"{""triggered"": true, ""entry_price"": 5157.5, ""risk_distance"": 12.699999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5169.4, ""risk_distance"": 24.599999999999454, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5184.8, ""risk_distance"": 40.0, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5184.8, ""risk_distance"": 40.0, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}",GC|2026-02-26|VWAP2S|below|1772119500
"{""triggered"": true, ""entry_price"": 5199.2, ""risk_distance"": 10.900000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5202.5, ""risk_distance"": 7.600000000000364, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5199.178116379694, ""risk_distance"": 10.92188362030629, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5200.700000000001, ""risk_distance"": 9.399999999999636, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5195.6, ""risk_distance"": 14.5, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5195.6, ""risk_distance"": 14.5, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2026-02-26|VWAP2S|above|1772120700
"{""triggered"": true, ""entry_price"": 5255.7, ""risk_distance"": 2.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5241.0, ""risk_distance"": 17.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5248.35, ""risk_distance"": 10.149999999999636, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5237.0, ""risk_distance"": 21.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5237.0, ""risk_distance"": 21.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2026-02-27|VWAP2S|above|1772205000
"{""triggered"": true, ""entry_price"": 5261.9, ""risk_distance"": 14.700000000000728, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5248.3, ""risk_distance"": 28.300000000000182, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5248.3, ""risk_distance"": 28.300000000000182, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}",GC|2026-02-27|VWAP2S|above|1772208000
"{""triggered"": true, ""entry_price"": 5410.2, ""risk_distance"": 5.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5409.0, ""risk_distance"": 4.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5410.220113516078, ""risk_distance"": 5.7201135160776175, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5409.25, ""risk_distance"": 4.75, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5360.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-03-02|VWAP2S|below|1772459100
"{""triggered"": true, ""entry_price"": 5392.2, ""risk_distance"": 14.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5390.0, ""risk_distance"": 12.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5360.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-03-02|VWAP2S|below|1772460000
"{""triggered"": true, ""entry_price"": 5378.8, ""risk_distance"": 22.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5362.4, ""risk_distance"": 6.099999999999454, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5360.5, ""risk_distance"": 4.199999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2026-03-02|VWAP2S|below|1772460900
"{""triggered"": true, ""entry_price"": 5135.3, ""risk_distance"": 4.400000000000546, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5155.8, ""risk_distance"": 24.900000000000546, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5138.50885061759, ""risk_distance"": 7.6088506175901784, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5144.4, ""risk_distance"": 13.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5053.6, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-03-03|VWAP2S|below|1772547600
"{""triggered"": true, ""entry_price"": 5081.4, ""risk_distance"": 21.399999999999636, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5066.8, ""risk_distance"": 6.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5091.6, ""risk_distance"": 31.600000000000364, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5053.6, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2026-03-03|VWAP2S|below|1772548800
"{""triggered"": true, ""entry_price"": 5192.6, ""risk_distance"": 15.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5184.2, ""risk_distance"": 6.899999999999636, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5192.875118439201, ""risk_distance"": 15.575118439201106, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5189.0, ""risk_distance"": 11.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5189.4, ""risk_distance"": 12.099999999999454, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2026-03-04|VWAP2S|below|1772632200
"{""triggered"": true, ""entry_price"": 5143.2, ""risk_distance"": 3.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5151.0, ""risk_distance"": 10.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5144.347570323999, ""risk_distance"": 4.147570323999389, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5151.65, ""risk_distance"": 11.449999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5158.7, ""risk_distance"": 18.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5158.7, ""risk_distance"": 18.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2026-03-04|VWAP2S|below|1772637000
"{""triggered"": true, ""entry_price"": 5079.5, ""risk_distance"": 14.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5094.1, ""risk_distance"": 28.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5087.604029802931, ""risk_distance"": 22.10402980293111, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5090.45, ""risk_distance"": 24.949999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5100.3, ""risk_distance"": 34.80000000000018, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 5096.3, ""risk_distance"": 30.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2026-03-05|VWAP2S|below|1772723100
"{""triggered"": true, ""entry_price"": 5073.2, ""risk_distance"": 10.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5075.4, ""risk_distance"": 13.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5076.795624263719, ""risk_distance"": 14.395624263719583, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5075.35, ""risk_distance"": 12.950000000000728, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5079.6, ""risk_distance"": 17.200000000000728, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 5075.4, ""risk_distance"": 13.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2026-03-05|VWAP2S|below|1772727600
