entry_mode,execution_timeframe,feed_equivalence_class,outcome,session,setup_id,status,underlying_provider
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-09|high|1786347000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-09|high|1786347000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-12|low|1786537800|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-12|low|1786537800|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-12|low|1786537800|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786608900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786608900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786608900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-14|high|1786710600|exec:15m,ENTRY_READY,tiingo
boundary,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-14|high|1786710600|exec:15m,ENTRY_READY,tiingo
ce,15m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-14|high|1786710600|exec:15m,ENTRY_READY,tiingo
